Contig	SRR5004093_1_trimmed_bowtie_bt2-counts.txt	SRR5004090_1_trimmed_bowtie_bt2-counts.txt	SRR5004097_1_trimmed_bowtie_bt2-counts.txt	SRR5004082_1_trimmed_bowtie_bt2-counts.txt	SRR5004083_1_trimmed_bowtie_bt2-counts.txt	SRR5004094_1_trimmed_bowtie_bt2-counts.txt	SRR5004078_1_trimmed_bowtie_bt2-counts.txt	SRR5004096_1_trimmed_bowtie_bt2-counts.txt	SRR5004080_1_trimmed_bowtie_bt2-counts.txt	SRR5004095_1_trimmed_bowtie_bt2-counts.txt	SRR5004091_1_trimmed_bowtie_bt2-counts.txt	SRR5004085_1_trimmed_bowtie_bt2-counts.txt
contig#19967	69	37	34	68	19	20	29	49	33	27	59	98
contig#19968	98	41	62	62	13	52	40	73	45	48	104	98
contig#19969	132	17	103	22	2	97	25	22	54	15	75	17
contig#1997	170	37	127	46	23	80	34	113	149	54	267	120
contig#19970	21	1	13	8	2	14	2	6	23	4	26	9
contig#19971	37	2	15	15	6	18	5	11	15	5	34	17
contig#19972	574	0	2	28	1	363	44	5	40	41	8	28
contig#19973	23	3	26	4	0	16	1	3	26	4	24	2
contig#19974	11	1	16	0	0	10	1	3	13	4	12	4
contig#19975	12	22	18	61	13	23	12	34	11	26	21	49
contig#19976	70	24	53	5	3	89	26	1	113	68	171	33
contig#19977	85	7	46	8	2	67	10	13	44	5	42	6
contig#19978	5	1	5	2	0	4	1	0	9	1	4	1
contig#19979	4	2	2	14	4	3	8	1	9	1	4	3
contig#1998	181	22	84	43	7	122	28	33	86	44	84	32
contig#19980	41	23	92	15	1	40	5	23	51	23	87	3
contig#19981	52	12	25	48	6	39	28	50	37	23	39	50
contig#19982	134	10	46	10	13	73	18	24	43	27	66	27
contig#19984	72	23	28	101	26	41	74	51	40	55	56	110
contig#19985	10	0	3	1	3	0	3	2	7	0	7	0
contig#19986	160	50	175	41	30	145	43	100	110	39	245	102
contig#19987	214	26	132	21	10	135	30	54	111	28	217	65
contig#19988	194	3	138	1	0	114	10	1	65	8	133	9
contig#19989	87	13	58	19	4	93	12	16	40	10	92	12
contig#1999	487	4	2	29	50	122	505	8	246	48	195	359
contig#19990	69	20	95	33	12	61	15	56	46	23	122	22
contig#19991	268	32	215	33	98	192	240	201	179	154	385	39
contig#19992	154	45	137	109	18	81	48	46	81	43	181	64
contig#19993	290	5	415	22	9	57	30	51	35	16	168	79
contig#19994	82	20	74	28	21	73	18	26	49	51	72	25
contig#19995	86	38	60	40	22	89	20	48	67	26	139	24
contig#19996	6	3	3	6	0	11	1	12	8	2	5	12
contig#19997	15	0	7	0	0	12	0	0	12	3	5	0
contig#19998	327	29	146	71	7	214	45	48	137	51	201	66
contig#19999	18	1	8	8	0	8	3	0	6	3	12	4
contig#2	342	7	30	39	36	185	100	55	102	59	234	89
contig#20	30698	118091	26471	129317	160720	20563	80802	157665	37097	129304	40261	86152
contig#200	15829	401	7063	722	174	11966	682	796	9124	482	12868	1662
contig#2000	62	9	49	22	11	23	14	27	30	12	30	28
contig#20000	260	12	155	15	3	196	20	24	91	28	137	21
contig#20001	279	36	191	73	41	176	51	69	95	47	214	91
contig#20002	33	42	42	83	20	40	20	40	69	50	69	63
contig#20003	15	0	5	0	0	7	4	0	13	1	15	0
contig#20004	134	8	70	27	13	122	39	23	62	19	111	24
contig#20005	9	0	1	0	0	58	0	0	19	0	14	0
contig#20006	87	5	92	2	44	51	44	43	69	31	127	7
contig#20007	350	9	116	14	3	287	20	20	110	25	160	13
contig#20008	19	1	7	4	2	4	6	7	16	3	8	12
contig#20009	70	2	51	9	1	62	3	8	30	3	84	11
contig#2001	334	42	154	71	15	231	79	81	240	74	340	90
contig#20010	12	1	8	0	2	21	2	2	10	3	6	0
contig#20011	59	15	36	31	9	52	10	21	36	13	54	27
contig#20012	154	25	108	43	13	127	33	60	94	23	148	58
contig#20013	14	5	24	9	5	19	12	18	12	10	38	19
contig#20014	406	37	101	26	9	526	104	96	118	104	126	35
contig#20015	166	34	109	69	33	104	83	76	99	76	209	81
contig#20016	134	18	157	14	113	157	128	96	149	129	222	18
contig#20017	10	6	6	11	1	4	7	10	7	10	3	14
contig#20018	14	7	12	2	2	21	2	5	11	2	16	4
contig#20019	53	4	47	14	0	43	6	5	19	5	49	7
contig#2002	190	19	74	21	9	107	30	26	95	26	84	25
contig#20020	56	7	30	16	3	51	5	6	17	9	30	13
contig#20021	120	1	16	5	2	37	31	4	26	4	96	7
contig#20022	2579	11259	2035	18104	12761	2145	12358	10456	8813	21284	4594	5443
contig#20023	123	13	135	6	6	92	15	30	85	43	109	24
contig#20024	114	15	81	20	15	114	20	20	43	29	112	32
contig#20025	31	3	9	8	6	7	13	9	26	6	24	12
contig#20026	30	7	3	5	2	8	1	4	19	15	11	2
contig#20027	28	9	92	5	0	99	7	10	63	10	47	8
contig#20028	173	10	144	9	2	156	11	12	59	10	154	15
contig#20029	115	49	106	70	23	102	35	93	58	49	156	81
contig#2003	424	66	378	75	59	367	84	149	220	91	557	109
contig#20030	57	3	29	1	6	36	15	15	39	18	45	3
contig#20031	81	5	63	6	2	54	30	11	54	7	147	10
contig#20032	135	78	90	171	42	74	114	160	73	55	206	196
contig#20033	799	156	535	182	69	649	179	303	358	188	836	255
contig#20034	28	4	47	2	5	23	3	5	15	5	39	5
contig#20035	188	0	28	7	0	54	0	2	105	2	1	18
contig#20036	117	18	67	47	2	93	10	19	51	18	108	34
contig#20037	65	36	58	48	13	70	26	41	28	32	82	48
contig#20038	60	31	37	55	19	28	21	45	20	28	55	47
contig#20039	117	0	17	29	5	59	37	13	42	38	55	35
contig#2004	27295	2596	15280	3530	3090	21319	5674	6164	11132	5532	26339	4885
contig#20040	436	58	496	116	44	451	68	113	333	90	606	123
contig#20041	39	4	6	5	0	16	0	0	64	4	10	0
contig#20042	19	3	13	5	3	11	1	5	10	1	18	1
contig#20043	413	32	209	68	21	206	69	84	92	101	342	74
contig#20044	872	101	752	152	21	732	91	109	362	140	827	120
contig#20045	20	0	19	4	2	16	4	2	15	3	14	4
contig#20046	24	6	64	5	2	15	7	15	59	4	20	13
contig#20047	160	101	127	7	0	235	99	2	214	211	389	115
contig#20048	38	12	42	18	5	34	12	6	30	13	33	8
contig#20049	4	1	1	5	0	5	4	6	4	8	3	15
contig#2005	4085	372	2529	692	205	3326	530	831	1814	678	3855	843
contig#20050	81	15	94	18	1	134	3	8	175	1	105	9
contig#20051	5	4	45	0	1	31	3	4	15	3	37	7
contig#20052	198	33	135	99	18	171	53	80	100	76	188	94
contig#20053	11	22	0	3	0	0	0	11	19	2	0	5
contig#20054	35	3	27	0	5	31	15	9	32	6	37	5
contig#20055	151	30	168	46	99	110	83	185	81	98	235	75
contig#20056	174	46	90	70	21	115	46	91	107	46	159	75
contig#20057	22	7	15	2	1	53	1	14	30	2	36	1
contig#20058	90	9	71	6	2	51	8	7	115	5	90	6
contig#20059	1139	31	788	52	124	709	211	102	176	323	1321	29
contig#2006	26144	1751	19638	2807	628	21332	2612	2814	10293	1913	18582	3015
contig#20060	55	3	48	10	1	34	18	8	22	17	45	10
contig#20061	64	27	66	56	18	59	40	86	35	39	108	72
contig#20062	199	39	136	37	5	130	41	57	97	36	129	53
contig#20063	469	133	312	185	43	284	149	239	279	178	513	252
contig#20064	14	2	10	1	0	19	2	0	8	2	19	1
contig#20065	168	20	119	36	8	154	32	31	130	39	178	50
contig#20066	49	56	47	94	18	49	33	95	76	55	82	69
contig#20067	42	0	12	4	2	27	6	1	18	4	19	0
contig#20068	43	24	62	9	7	66	18	21	42	14	58	29
contig#20069	57	27	46	32	19	33	27	37	42	29	45	43
contig#2007	291	18	204	29	10	230	23	30	108	26	211	27
contig#20070	168	26	91	22	8	176	54	29	124	109	223	34
contig#20071	6	0	6	5	3	10	2	1	7	1	7	4
contig#20072	49	0	3	0	2	27	1	0	4	3	39	0
contig#20073	81	5	34	7	3	32	19	18	23	42	55	10
contig#20074	19	0	0	0	0	8	2	0	3	3	1	0
contig#20075	460	4	125	26	11	187	137	30	70	83	218	42
contig#20076	8	11	0	0	0	51	1	0	73	1	0	0
contig#20077	182	17	84	17	5	126	66	42	51	67	113	50
contig#20078	50	10	37	13	0	44	11	12	31	13	60	10
contig#20079	209	64	181	60	32	148	70	78	106	37	260	75
contig#2008	27	46	11	1	0	84	1	2	120	7	6	5
contig#20080	3	0	3	1	0	11	1	1	8	1	3	1
contig#20081	431	9	117	19	4	96	15	12	196	10	201	32
contig#20082	7	0	5	4	1	11	4	4	3	1	8	2
contig#20083	52	71	28	142	27	21	41	279	61	34	79	276
contig#20084	33	18	44	13	5	26	15	12	26	11	58	28
contig#20085	34	60	38	61	9	31	38	29	37	59	38	54
contig#20086	26	25	32	71	6	15	26	65	38	20	36	82
contig#20087	127	11	52	22	23	101	38	27	34	41	60	14
contig#20088	34	2	19	4	1	25	6	1	7	7	23	7
contig#20089	161	17	87	26	9	143	53	41	108	49	118	25
contig#2009	3193	69	463	319	97	967	377	270	1073	158	1835	433
contig#20090	36	10	19	10	1	24	4	4	15	9	24	3
contig#20091	147	30	109	53	15	168	33	55	80	47	119	46
contig#20092	44	3	14	0	1	17	4	0	10	1	25	1
contig#20093	15	8	15	24	3	10	13	19	8	18	18	20
contig#20094	447	32	419	45	31	376	43	81	178	60	449	72
contig#20095	125	10	103	14	1	132	5	4	68	13	92	12
contig#20096	16	3	16	4	1	18	4	7	11	6	24	3
contig#20097	181	50	155	66	32	168	43	66	142	63	224	65
contig#20098	111	20	71	43	8	84	42	32	57	42	129	33
contig#20099	30	5	8	7	0	17	3	1	12	4	26	3
contig#201	54164	4970	31844	6903	6684	40100	10363	12115	21171	10400	52121	9170
contig#2010	293	19	89	16	10	188	50	33	119	34	190	32
contig#20100	9	11	8	5	0	2	4	5	6	1	15	14
contig#20101	36	18	24	26	3	21	13	29	11	13	31	35
contig#20102	273	10	100	30	4	181	16	18	105	7	203	30
contig#20103	171	51	208	67	14	112	79	90	93	107	237	98
contig#20104	524	34	350	32	24	443	72	27	178	57	395	56
contig#20105	6	2	3	0	1	18	8	12	42	4	2	12
contig#20106	42	1	89	6	0	35	2	4	24	10	76	0
contig#20107	22	3	24	3	0	20	2	10	9	2	14	4
contig#20108	22	5	12	3	3	11	14	31	20	13	23	18
contig#20109	209	65	127	98	54	151	89	149	151	94	190	146
contig#2011	2018	272	1309	391	171	1374	394	655	862	423	1898	604
contig#20110	164	21	137	63	16	133	55	50	73	34	209	62
contig#20111	20	0	50	2	1	17	2	2	14	3	35	1
contig#20112	622	14	298	41	16	383	129	42	158	71	471	57
contig#20113	19	9	14	11	5	11	4	28	29	5	26	26
contig#20114	142	34	106	33	32	144	31	41	65	30	177	34
contig#20115	255	25	226	52	17	190	68	48	111	24	173	59
contig#20116	299	15	92	19	3	291	34	22	73	33	117	14
contig#20117	4	1	1	0	0	1	0	0	5	1	2	0
contig#20118	116	13	105	31	13	103	17	29	72	28	152	23
contig#20119	291	8	110	9	1	232	7	2	109	9	168	6
contig#2012	687	57	603	76	36	747	46	91	369	95	824	122
contig#20120	31	3	16	10	0	21	1	5	15	1	16	2
contig#20121	103	15	48	25	21	98	30	28	18	27	73	13
contig#20122	271	132	158	202	37	237	176	264	140	139	342	215
contig#20123	141	7	39	24	7	80	46	19	40	97	88	10
contig#20124	75	31	36	67	18	51	47	77	43	48	74	70
contig#20125	57	6	21	10	6	22	55	12	8	27	21	24
contig#20126	33	28	47	34	27	30	23	48	21	18	42	59
contig#20127	44	41	33	36	13	41	15	36	40	11	44	58
contig#20128	245	22	98	46	13	122	58	57	106	52	175	61
contig#20129	6099	747	3716	908	997	4380	1552	1945	2357	1615	5539	1120
contig#2013	589	154	688	270	52	502	213	369	600	238	622	369
contig#20130	66	58	67	131	24	101	45	90	101	56	73	108
contig#20131	53	4	48	13	2	46	4	6	41	4	44	10
contig#20132	21	7	22	0	1	44	5	5	13	4	18	1
contig#20133	24	30	39	30	18	33	17	62	39	22	68	44
contig#20134	293	70	217	145	12	291	76	131	186	92	395	170
contig#20135	235	19	73	77	48	106	89	122	71	97	176	180
contig#20136	14	6	23	8	4	23	12	20	10	11	25	15
contig#20137	256	100	96	51	0	94	40	9	105	16	82	30
contig#20138	54	10	37	10	1	54	12	7	30	8	55	12
contig#20139	183	21	131	50	7	114	46	58	82	39	147	90
contig#2014	3802	508	2273	743	164	2957	629	808	2247	577	3485	881
contig#20140	36	5	29	7	0	25	7	9	21	9	45	10
contig#20141	126	14	79	39	2	97	29	50	70	33	131	38
contig#20142	119	15	49	1	4	96	15	4	178	11	71	6
contig#20143	4443	314	2543	357	343	3398	728	540	2210	683	3324	561
contig#20144	184	40	121	69	29	126	59	120	105	65	231	83
contig#20145	214	1	38	1	0	138	0	2	91	0	51	1
contig#20146	25	5	3	13	6	11	13	21	16	11	10	26
contig#20147	21	0	13	1	0	17	5	6	4	5	15	1
contig#20148	120	107	115	172	36	50	102	148	45	114	138	217
contig#20149	125	5	88	5	0	68	6	14	70	7	93	5
contig#2015	733	135	671	175	73	929	140	256	425	177	781	198
contig#20150	286	1	11	8	3	204	41	9	49	22	88	4
contig#20151	193	39	87	66	34	115	71	92	83	52	178	148
contig#20152	7	3	20	16	6	14	8	16	13	6	25	15
contig#20153	92	7	21	8	0	33	3	3	31	5	44	7
contig#20154	66	17	51	24	4	75	27	19	62	21	60	17
contig#20155	39	2	12	6	3	35	8	12	24	31	76	4
contig#20156	9	5	4	2	0	5	1	1	13	1	6	0
contig#20157	186	43	163	51	7	198	38	65	102	30	193	50
contig#20158	18	0	15	5	0	19	0	1	13	2	14	2
contig#20159	231	15	261	33	10	214	18	28	105	28	261	66
contig#2016	520	218	342	351	96	358	212	339	300	296	576	383
contig#20160	65	10	93	10	3	46	6	10	30	27	67	8
contig#20161	81	20	79	48	12	57	19	43	22	20	107	39
contig#20162	116	10	191	28	13	118	18	28	85	26	161	18
contig#20163	27	6	9	30	2	18	10	14	16	21	21	10
contig#20164	15	6	16	3	3	7	2	4	31	4	40	8
contig#20165	152	13	97	11	11	92	28	26	30	26	124	18
contig#20166	244	23	88	31	16	99	75	42	102	48	211	25
contig#20167	476	39	252	64	24	309	99	78	111	105	350	89
contig#20168	149	25	85	46	12	135	21	50	100	39	186	47
contig#20169	319	80	305	108	60	279	82	179	217	136	383	146
contig#2017	576	75	327	146	43	379	110	190	207	125	561	212
contig#20170	105	10	38	11	2	138	14	15	47	13	95	24
contig#20171	24	0	5	3	0	69	0	13	28	3	29	5
contig#20172	102	49	105	47	23	75	51	94	75	61	137	81
contig#20173	31	9	36	10	9	33	11	12	28	13	45	19
contig#20174	449	13	67	9	3	374	23	14	131	34	137	15
contig#20175	544	85	342	78	90	351	123	161	195	138	556	140
contig#20176	3	2	13	7	0	3	0	1	17	5	9	0
contig#20177	58	29	49	28	9	31	33	32	39	16	71	34
contig#20178	51	1	2	0	0	15	1	0	15	0	10	1
contig#20179	177	16	175	16	6	262	12	10	131	13	162	12
contig#2018	6569	783	3706	1197	339	4854	974	1050	2938	1000	5355	1246
contig#20180	4	17	13	14	3	15	6	25	24	13	24	34
contig#20181	4	8	5	17	6	3	8	23	5	7	5	34
contig#20182	19	15	22	20	12	13	14	25	8	17	39	28
contig#20183	90	3	30	3	0	46	11	2	24	5	43	2
contig#20184	12	1	10	6	0	8	2	2	4	3	14	2
contig#20185	151	7	55	13	11	78	23	10	58	17	103	17
contig#20186	134	7	100	30	5	133	24	32	92	20	153	29
contig#20187	139	18	147	27	9	139	21	46	132	36	182	35
contig#20188	16	1	3	0	0	9	7	0	1	5	18	0
contig#20189	77	1	1	0	0	1	0	6	1	0	14	1
contig#2019	1427	345	1224	370	288	1061	524	661	854	516	1806	504
contig#20190	229	29	140	48	12	197	32	33	131	8	223	68
contig#20191	67	3	31	2	0	61	23	1	48	48	142	3
contig#20192	59	19	151	20	12	198	5	6	41	31	121	18
contig#20193	33	57	47	89	21	41	41	94	41	43	77	75
contig#20194	331	87	375	89	58	372	54	133	175	87	473	138
contig#20195	136	12	80	22	10	79	15	29	48	19	113	37
contig#20196	92	3	44	12	2	47	8	12	33	19	66	25
contig#20197	179	24	100	31	14	120	56	47	78	57	109	58
contig#20198	33	196	43	683	186	29	57	131	83	43	98	485
contig#20199	64	314	52	311	329	38	122	264	79	283	68	242
contig#202	361	60	280	59	24	281	67	92	296	49	293	68
contig#2020	4589	599	1775	984	248	2649	774	1037	2229	686	3787	1324
contig#20200	32	5	38	21	4	31	3	16	17	13	31	13
contig#20201	42	0	15	2	0	14	3	5	12	1	19	4
contig#20202	34	4	29	2	0	13	5	9	42	12	61	2
contig#20203	390	77	208	144	89	206	189	237	174	174	364	206
contig#20204	26	6	18	4	0	25	3	4	22	6	18	5
contig#20205	45	32	34	77	12	20	65	89	35	49	49	52
contig#20206	10	2	5	6	0	10	11	4	2	1	7	5
contig#20207	184	40	210	18	13	132	21	44	115	15	254	50
contig#20208	66	17	128	14	10	106	24	36	30	36	135	20
contig#20209	16	4	9	3	2	12	8	10	6	7	20	13
contig#2021	517	109	345	98	97	335	168	198	169	151	617	114
contig#20211	22	3	26	9	1	17	3	1	13	2	15	7
contig#20212	364	77	248	148	39	278	133	187	256	149	321	210
contig#20213	175	31	53	90	22	75	82	76	75	126	128	87
contig#20214	96	18	60	11	6	86	26	23	40	31	99	7
contig#20215	113	18	56	30	0	77	79	3	19	15	177	1
contig#20216	283	1	13	1	2	74	14	2	19	7	121	12
contig#20217	6	1	0	0	0	2	0	0	22	1	5	1
contig#20218	3	0	0	2	0	11	20	2	6	4	0	0
contig#20219	57	3	2	9	3	18	23	8	26	18	8	18
contig#2022	7487	1788	4880	2242	1659	5575	3012	3841	3847	2794	7794	2489
contig#20220	226	36	70	26	0	187	28	11	111	25	103	5
contig#20221	43	5	21	0	0	35	8	2	17	6	12	9
contig#20222	571	55	238	78	19	280	103	110	208	65	502	116
contig#20223	82	8	39	9	4	59	26	24	35	24	61	10
contig#20224	249	33	190	43	24	209	34	56	91	66	223	66
contig#20225	620	257	460	250	139	435	290	441	303	234	728	363
contig#20226	210	93	265	133	65	157	79	243	148	103	323	211
contig#20227	515	21	490	25	5	582	25	21	215	31	429	34
contig#20228	75	12	59	28	4	56	30	44	42	24	106	41
contig#20229	38	17	22	33	9	30	29	17	14	37	35	41
contig#2023	1450	130	632	272	67	903	223	172	933	179	964	187
contig#20230	105	54	92	66	5	126	20	78	128	32	158	117
contig#20231	44	37	52	94	22	26	39	73	17	38	73	60
contig#20232	40	3	32	2	0	32	4	6	19	2	34	3
contig#20233	97	11	80	9	0	117	7	8	58	30	105	15
contig#20234	9	6	16	25	9	10	4	34	11	4	16	17
contig#20235	35	39	40	56	19	39	18	71	32	27	63	66
contig#20236	251	10	92	21	12	168	65	22	102	57	190	59
contig#20237	303	3	0	9	1	185	188	3	7	46	3	6
contig#20238	24	0	7	0	0	14	2	2	8	0	9	4
contig#20239	133	0	16	1	1	127	18	10	30	34	19	3
contig#2024	2917	1011	2336	1271	463	2041	848	1700	1468	708	3712	1791
contig#20240	28	3	6	16	5	17	13	12	9	12	13	18
contig#20241	179	44	152	49	10	188	43	79	145	43	204	66
contig#20242	104	18	123	46	15	113	25	49	77	45	130	40
contig#20243	56	8	46	11	0	41	4	0	21	1	54	2
contig#20244	33	9	44	20	12	55	18	21	31	22	52	21
contig#20245	174	68	188	43	7	142	28	72	109	43	163	55
contig#20246	132	7	59	30	21	84	16	30	48	39	78	27
contig#20247	213	21	180	28	14	170	54	48	109	55	222	49
contig#20248	15	3	9	10	3	28	11	16	37	6	23	25
contig#20249	182	13	145	28	8	118	72	18	44	112	133	11
contig#2025	892	116	615	181	49	774	140	199	458	156	885	200
contig#20250	117	18	82	15	6	78	22	12	66	19	108	38
contig#20251	162	17	94	21	0	151	10	10	98	13	95	17
contig#20252	25	1	18	0	0	18	2	0	15	2	17	2
contig#20253	4	4	4	11	4	7	13	4	2	2	1	19
contig#20254	18	13	22	2	0	35	12	3	38	26	42	18
contig#20255	255	58	191	81	21	226	66	120	150	79	285	77
contig#20256	110	15	104	18	6	120	20	28	56	19	100	34
contig#20257	71	19	61	24	4	63	31	32	42	15	83	22
contig#20258	212	44	178	75	8	161	43	52	104	28	221	54
contig#20259	41	8	36	6	12	35	26	25	41	21	49	15
contig#2026	2635	230	2151	275	134	2844	297	510	1532	337	2892	471
contig#20260	10	7	25	16	6	7	4	30	22	11	16	10
contig#20261	16	0	1	0	0	5	0	0	4	0	9	1
contig#20262	7517	13	1389	61	53	5555	345	65	614	616	3086	38
contig#20263	38	9	60	5	4	45	15	15	33	14	49	8
contig#20264	3	2	14	9	3	6	2	19	10	6	11	1
contig#20265	229	49	185	88	30	189	65	122	179	65	236	91
contig#20266	68	2	25	5	4	55	19	8	26	10	85	17
contig#20267	3	0	2	0	0	25	0	2	1	0	8	0
contig#20268	3	0	2	0	0	1	2	1	5	1	6	0
contig#20269	10	16	31	10	4	29	3	20	36	10	33	4
contig#2027	3174	1481	1796	858	3	2300	355	58	3392	359	1300	155
contig#20270	64	96	76	126	26	56	64	111	71	71	109	102
contig#20271	69	13	123	3	0	230	9	7	104	3	87	16
contig#20272	420	31	141	70	34	236	53	67	183	68	329	112
contig#20273	36	2	11	10	2	14	17	4	11	10	14	8
contig#20274	13	5	2	15	5	0	1	8	9	15	9	14
contig#20275	574	27	310	38	29	334	89	44	145	126	499	40
contig#20276	103	81	107	138	76	114	90	199	77	89	175	181
contig#20277	29	20	29	43	16	14	25	48	24	31	42	48
contig#20278	382	25	120	41	14	259	48	41	127	32	252	60
contig#20279	37	7	46	22	1	35	6	22	48	9	40	5
contig#2028	22	95	58	73	46	32	42	62	13	34	78	155
contig#20280	113	12	66	56	16	53	22	71	117	15	136	87
contig#20281	187	59	154	103	33	151	74	142	138	80	232	103
contig#20282	22	10	15	9	3	25	8	19	8	6	20	17
contig#20283	207	92	195	119	25	205	46	101	102	62	235	146
contig#20284	524	100	339	94	43	448	132	115	237	115	495	91
contig#20285	9	0	12	2	2	15	1	1	15	2	11	2
contig#20286	19	2	10	3	1	23	0	3	6	2	14	3
contig#20287	16	0	1	0	0	7	1	0	4	2	7	9
contig#20288	325	13	475	10	1	912	6	5	259	6	458	12
contig#20289	322	4	12	8	2	237	29	2	41	45	48	8
contig#2029	1083	209	775	305	211	794	396	473	573	318	1039	417
contig#20290	95	81	71	84	42	70	48	133	63	55	122	129
contig#20291	26	4	11	1	1	12	4	1	14	5	10	4
contig#20292	49	0	22	0	1	33	4	5	6	3	23	2
contig#20293	30	2	38	16	2	18	6	22	43	11	36	52
contig#20294	81	27	73	19	10	62	36	36	63	27	126	44
contig#20295	178	4	37	16	4	76	55	19	42	38	84	49
contig#20296	107	26	56	48	20	71	44	89	46	95	111	75
contig#20297	33	23	9	11	13	47	22	22	79	55	56	32
contig#20298	48	14	52	49	19	39	14	29	23	25	59	55
contig#20299	24	6	20	37	5	15	1	32	16	9	16	8
contig#203	1224	109	676	154	60	907	218	240	538	161	1037	192
contig#2030	2709	307	2585	535	118	2521	357	576	1372	544	2763	594
contig#20300	37	8	35	10	7	47	5	10	20	11	34	5
contig#20301	347	38	255	61	28	521	70	44	43	59	310	37
contig#20302	42	18	44	3	4	53	10	10	37	11	62	9
contig#20303	18	1	17	1	0	7	3	1	11	4	9	1
contig#20304	433	59	280	121	34	369	72	162	257	76	470	173
contig#20305	61	46	115	50	19	93	20	53	59	57	131	90
contig#20306	22	2	6	2	0	23	1	2	15	5	8	0
contig#20307	195	127	181	123	36	187	89	159	115	66	284	148
contig#20308	386	73	217	77	29	255	54	61	131	68	402	67
contig#20309	8	6	7	12	3	5	9	19	3	2	10	7
contig#2031	595	80	475	121	41	539	86	150	334	101	636	153
contig#20310	115	6	68	44	61	58	84	137	178	62	135	25
contig#20311	25	11	20	20	2	31	11	17	26	9	27	31
contig#20312	356	94	253	231	56	287	181	248	228	218	457	269
contig#20313	264	73	217	56	66	348	155	163	160	160	516	52
contig#20314	117	8	47	13	3	58	13	12	35	5	64	36
contig#20315	160	42	125	68	23	144	37	70	84	82	193	78
contig#20316	46	41	53	128	53	41	48	59	88	32	54	55
contig#20317	31	8	36	2	0	29	13	23	49	3	30	17
contig#20318	197	2	112	17	7	169	16	16	67	49	144	15
contig#20319	22	4	25	7	1	13	3	8	24	6	31	5
contig#2032	22	29	1	0	0	81	0	1	50	0	0	0
contig#20320	3	3	3	1	0	2	2	2	2	1	3	1
contig#20321	1	0	1	0	0	3	0	0	10	1	7	0
contig#20322	69	11	59	34	5	74	26	36	51	43	92	39
contig#20323	62	28	27	77	27	30	30	65	42	31	49	65
contig#20324	14	9	13	16	10	18	18	14	21	13	36	31
contig#20325	60	1	21	1	2	28	25	7	15	25	37	9
contig#20326	49	3	15	5	2	30	12	5	18	12	21	19
contig#20327	108	21	63	24	7	79	18	26	25	18	87	9
contig#20328	13	0	3	0	0	11	0	2	10	1	7	0
contig#20329	128	24	79	33	5	65	34	46	64	35	119	68
contig#2033	1383	731	1223	705	181	1095	350	714	1151	353	2262	1028
contig#20330	169	12	143	9	4	148	8	17	115	14	160	15
contig#20331	374	7	34	38	5	111	72	29	71	70	239	32
contig#20333	401	18	284	29	4	377	46	20	153	30	326	46
contig#20334	82	9	14	25	3	99	89	9	16	50	27	12
contig#20335	60	11	51	50	7	41	18	53	45	48	69	40
contig#20336	169	33	102	76	27	136	54	151	111	69	170	140
contig#20337	116	28	84	42	15	135	41	47	76	37	208	44
contig#20338	101	1	0	4	0	146	143	0	25	48	2	4
contig#20339	146	11	102	41	9	113	31	30	67	27	142	24
contig#2034	1841	14	664	23	3	1195	40	18	488	17	806	52
contig#20340	151	58	82	114	26	63	91	93	57	66	146	181
contig#20341	52	17	57	26	16	58	15	20	37	32	48	37
contig#20342	46	8	47	20	5	39	10	20	27	16	55	18
contig#20343	24	4	41	10	1	13	3	18	16	7	25	21
contig#20345	14	0	5	1	2	6	2	11	69	4	4	12
contig#20346	6	0	2	0	0	6	1	0	1	0	0	0
contig#20347	104	5	118	8	3	121	14	19	88	11	135	29
contig#20348	22	3	22	5	0	29	2	3	17	1	13	4
contig#20349	381	71	284	111	13	369	42	82	236	60	427	115
contig#2035	12	0	6	2	1	13	0	3	15	9	6	0
contig#20350	137	10	74	16	7	119	9	17	81	14	139	29
contig#20351	122	22	44	21	11	94	28	30	78	35	131	53
contig#20352	73	80	39	25	2	27	3	4	79	3	18	7
contig#20353	275	0	122	9	3	231	14	6	47	52	268	7
contig#20354	72	0	23	10	3	53	7	3	25	14	20	4
contig#20355	106	1	28	4	2	48	11	1	31	5	55	7
contig#20356	18	2	9	3	0	11	2	5	3	0	18	4
contig#20357	4	2	3	5	2	1	3	1	2	3	2	6
contig#20358	70	5	47	6	5	39	4	13	36	8	49	11
contig#20359	188	30	109	60	18	106	64	90	52	52	206	60
contig#2036	679	141	492	88	48	534	133	131	416	156	714	207
contig#20360	11	0	1	1	0	6	6	0	12	1	7	1
contig#20361	42	3	13	5	7	29	5	19	24	6	37	13
contig#20362	11	3	4	1	0	13	2	2	4	2	8	3
contig#20363	99	13	22	12	4	56	26	9	36	12	49	19
contig#20364	47	50	36	64	28	32	29	69	21	33	66	114
contig#20365	145	20	124	26	8	145	21	36	99	20	152	73
contig#20366	221	22	107	29	17	169	56	81	78	45	176	42
contig#20367	245	21	92	23	7	168	16	28	125	9	180	29
contig#20368	27	1	27	9	0	35	0	3	21	3	24	5
contig#20369	154	18	73	54	13	80	33	38	69	29	74	56
contig#2037	780	358	582	313	85	638	219	385	566	156	810	546
contig#20370	9	0	12	2	2	11	3	5	9	7	17	6
contig#20371	15	2	17	6	0	18	3	2	54	5	22	3
contig#20372	20	24	21	24	17	15	23	23	13	24	40	34
